coord.TE,chrom.TE,start.TE,end.TE,TE,peak.ID,score,strand,class/fam,unmerged,H3K27ac_adipose_tissue,H3K27ac_adrenal_gland,H3K27ac_amnion,H3K27ac_angular_gyrus,H3K27ac_aorta,H3K27ac_ascending_aorta,H3K27ac_body_of_pancreas,H3K27ac_breast_epithelium,H3K27ac_caudate_nucleus,H3K27ac_chorion,H3K27ac_chorionic_villus,H3K27ac_cingulate_gyrus,H3K27ac_colonic_mucosa,H3K27ac_coronary_artery,H3K27ac_dorsolateral_prefrontal_cortex,H3K27ac_duodenal_mucosa,H3K27ac_endocrine_pancreas,H3K27ac_esophagus,H3K27ac_esophagus_muscularis_mucosa,H3K27ac_esophagus_squamous_epithelium,H3K27ac_gastrocnemius_medialis,H3K27ac_gastroesophageal_sphincter,H3K27ac_heart_left_ventricle,H3K27ac_heart_right_ventricle,H3K27ac_kidney,H3K27ac_large_intestine,H3K27ac_layer_of_hippocampus,H3K27ac_liver,H3K27ac_lung,H3K27ac_mucosa_of_rectum,H3K27ac_muscle_layer_of_colon,H3K27ac_muscle_layer_of_duodenum,H3K27ac_muscle_of_leg,H3K27ac_muscle_of_trunk,H3K27ac_ovary,H3K27ac_pancreas,H3K27ac_parathyroid_adenoma,H3K27ac_Peyer's_patch,H3K27ac_placenta,H3K27ac_placental_basal_plate,H3K27ac_prostate_gland,H3K27ac_psoas_muscle,H3K27ac_rectal_smooth_muscle_tissue,H3K27ac_right_atrium_auricular_region,H3K27ac_right_cardiac_atrium,H3K27ac_right_lobe_of_liver,H3K27ac_sigmoid_colon,H3K27ac_skeletal_muscle_tissue,H3K27ac_small_intestine,H3K27ac_spinal_cord,H3K27ac_spleen,H3K27ac_stomach,H3K27ac_subcutaneous_abdominal_adipose_tissue,H3K27ac_suprapubic_skin,H3K27ac_temporal_lobe,H3K27ac_testis,H3K27ac_thoracic_aorta,H3K27ac_thymus,H3K27ac_thyroid_gland,H3K27ac_tibial_artery,H3K27ac_tibial_nerve,H3K27ac_transverse_colon,H3K27ac_trophoblast,H3K27ac_upper_lobe_of_left_lung,H3K27ac_urinary_bladder,H3K27ac_uterus,H3K27ac_vagina,specificity.score
chr10:105352467-105352566,chr10,105352467,105352566,L2d,MACS_peak_823,0,-,LINE/L2,L2d,1.18694,0.642944,1.171955,2.383695,0.0849369333333334,0.8717695,1.32043666666667,0.982804,1.5147175,0.663849,2.82269333333333,1.31301,0.883769333333334,0.65981,2.003395,1.32398,9.93546,0.329988333333333,0.629994666666667,0.770629666666667,1.73709333333333,0.886895666666667,0.1972424,1.07029666666667,0.7015965,1.04971,1.25481033333333,0.603786666666667,0.319911666666667,0.824006333333333,0.884859,0,0.68066,0.876545,1.19548,1.83573333333333,0.885478,1.17248933333333,3.15901333333333,2.49057,0.700109666666667,0.408211433333333,1.019175,1.12408733333333,0.27641,0.700138,1.476741,1.61749,0.448547333333333,0.67035,0.484109666666667,1.06880133333333,0.8723895,1.03671,2.367355,0.546653,0.568801666666667,0.514919333333333,0.400937333333333,0.366251666666667,1.11710966666667,0.505482666666667,0.318971,0.408020183333333,1.22833,5.01151666666667,2.235988,0.74691120221843
chr10:105419178-105419317,chr10,105419178,105419317,MamTip2,MACS_peak_825,0,+,DNA/hAT-Tip100,MamTip2,1.0083,1.717445,2.68165,2.080075,0.941812333333334,4.473755,4.63632666666667,5.28357,5.62067,1.2353105,0.524847333333333,2.7866,4.5177,3.25544,3.856235,3.47555,5.1552,2.89416333333333,4.18715333333333,3.04831666666667,3.13852666666667,3.37945,1.83904,3.25385666666667,2.759845,4.52649,4.13778333333333,2.52562333333333,3.89277666666667,3.57127,4.55639,5.72936,3.11628,1.25604,1.44265,3.04921333333333,1.85827,3.51509133333333,1.51520533333333,1.65673,2.32902,0.515284333333333,5.043535,2.64231333333333,2.416725,7.45425333333334,3.65237666666667,2.615955,5.10377,3.41718,3.30389,4.00627333333334,3.04287,2.69129,4.64782,1.8939,2.81476,1.76194333333333,1.69404933333333,2.44245333333333,7.31977333333333,4.15292333333333,0.5547545,3.92752333333333,1.76404,3.58032333333333,6.24789,0.117914466670471
chr10:105466573-105466634,chr10,105466573,105466634,L2b,MACS_peak_828,0,+,LINE/L2,L2b,0.613616,0.695852,2.633845,3.10672,0.495779,0.646894,0.983857666666667,0.4148695,1.377125,0.785675,1.27243866666667,2.47151,1.013973,0.7265275,2.578005,0,3.41539,0.414093333333333,0.863943,1.153122,0.679627666666667,0.851742,0.185762,1.43706993333333,0,0.200673,5.18947,1.511951,2.04516133333333,0,0.0071013,0.7448835,1.24911,0.7715085,0.81244,0.839876666666667,0.5910405,0.911002,1.129704,1.18888,0.705717666666667,0.112692666666667,0.7822925,0.793686333333333,0.428949,0.206674,1.14491466666667,0.5114475,0.286988,0.0687718,0.158862,0.722425666666667,0,0.654587,4.61771,1.2441855,0.904239,1.19242833333333,0.449483666666667,0.880653,1.95600733333333,0.669173,0.5243615,0.780616666666667,1.33261,0.721378333333333,0.887525666666667,0.36365616931025
chr10:105500596-105501016,chr10,105500596,105501016,L2a,MACS_peak_829,0,-,LINE/L2,L2a,0.927018,0.354067333333333,4.476765,1.0499945,0.644617666666667,1.486544,1.17420333333333,2.249675,0.45176,2.84447,3.67519333333333,1.85771,2.9598,0.957956,1.523555,0.570629,2.65563,4.37010666666667,2.42267666666667,5.85653,0.819390666666667,2.13523466666667,2.14022666666667,0.959524333333334,0.8607395,1.440285,1.043624,0.956516333333334,1.44250733333333,2.51160666666667,3.474815,3.752315,1.646895,1.6562,1.49685,1.33964666666667,1.577698,1.64495666666667,2.14049666666667,4.461895,1.17884266666667,0.698543333333333,2.13394,1.61621433333333,1.082275,0.687547333333333,2.99101666666667,0.5589495,1.44485166666667,2.38523,0.719463,1.67036333333333,1.380295,1.69354,0.965534,1.120931,0.580218666666667,1.81744133333333,0.490376266666667,0.766943,2.75195333333333,3.17908333333333,0.8275295,2.55585,2.55908,2.25619333333333,4.05692666666667,0.231952838615988
chr10:105501070-105501179,chr10,105501070,105501179,L2c,MACS_peak_829,0,+,LINE/L2,L2c,2.53835,0.453169333333333,3.26981,1.99721,0.381788666666667,0.927652,0.990129333333333,1.5536,0.1885825,4.77945,5.21129666666667,0.717085,1.62783333333333,0.691951,0.8975425,2.49112,1.91137,3.14392,1.49734666666667,3.40245,0.521343666666667,1.93980333333333,1.97613666666667,1.68018333333333,0.781125,1.555125,1.91012,0.554043,2.13821533333333,0.95956,2.892275,2.313095,2.5903,1.776455,1.23761,0.617435,0.729235999999999,1.01115166666667,2.59804,4.08283,1.48809666666667,0.864754,1.88719,1.22470533333333,1.247605,0.213454166666667,1.844805,0.233989,1.20591666666667,3.86367,0.5983,1.41806,0.7027685,1.53831,0.8034295,0.847941,0.483189666666667,0.113773,0.373862666666667,0.747010666666667,3.17280333333333,1.79390666666667,1.12111,1.84957466666667,3.30596,2.16713766666667,2.80424666666667,0.185178532428025
chr10:105798903-105798952,chr10,105798903,105798952,L2d,MACS_peak_831,0,+,LINE/L2,L2d,1.50376,1.03813533333333,2.643095,0.6412755,0.42672,0.100593,0.236653333333333,1.301035,0.4243955,2.04247,0.618385,0.33249,0.188573,0.2784115,0.3816555,0.221759,0,0.147953,0.515432666666667,1.17198833333333,0.260354333333333,0.673204666666667,0.279936666666667,0.97658,0.903595,0,0.139154333333333,0.439396666666667,0.211405666666667,0.287329333333333,0.664045,1.1951775,0,1.57009245868377e-16,0.509872,0.388016666666667,0.8704115,0.750834666666667,0.513540333333333,0,1.01696233333333,0.222922333333333,0.909778,0.230992666666667,0.292455,0.556763333333333,0.472419666666667,0,0.125173,0,0.481962333333333,0.698292333333333,0,0.78627,0.492165,0.3554865,0.246582666666667,1.76498333333333,0.588243,0.648554333333333,0.270492666666667,0.56126,0.4006185,0.479873333333334,0,0.693685333333333,1.33305666666667,0.349033585480251
chr10:105980126-105980234,chr10,105980126,105980234,L2b,MACS_peak_832,0,+,LINE/L2,L2b,0.619807,0.72736,0.842282,0.2604635,0.239866,0.6644845,0.422318,0.7939545,0.3593425,0.3660651,0.698180666666667,0.7084685,0.264892,0.608053,0.696625,2.61618,2.30855,0.530852333333333,0.120334666666667,0.230185,0.151037366666667,0.380305,0.170597666666667,0.82754,1.84273,22.1792,0.4518132,1.155606,0.646736,0.688899,0.14730225,2.031395,0,0.6726645,0.529319,2.32252333333333,0.820512,1.90513333333333,0.350649033333333,0.520845,0.481641666666667,1.7237,0.5618675,0.776687533333334,0.61391,5.39405666666667,0.306259,0,4.72124,0,0.243424333333333,1.30974733333333,0.698065,0.498464,1.23864,0.5878735,0.345390666666667,0.170120666666667,0.545516333333333,0.253460033333333,0.866717333333334,0.996317333333334,0.579522,0.453763666666666,0.771748,0.221918333333333,0.309381333333333,0.94085389559471
chr10:105980256-105980322,chr10,105980256,105980322,MIR,MACS_peak_832,0,+,SINE/MIR,MIR,0.804458,1.08276,0.634105,0.8848065,0.0296768333333333,0.5389445,0.471215,0.407429,0.477017,0.558351,0.499374,0.2033695,0.360551333333333,0.238401,0.882324,3.17626,0,0.875466666666667,0.400509666666667,0.285660666666667,0.1231,0.311243666666667,0.214656666666667,0,2.35957,15.1563,0.332683333333333,0.914590333333334,0.360765,0.688333,0.8180365,2.09138,0,0.5977925,0.834566,0,0.557116,1.62925766666667,0.469317333333333,0.51476,0.445714,1.94762666666667,0.73162,0.732792333333333,0.4531535,4.25675666666667,0.26642,0,2.51565666666667,0,0.327759333333333,1.176394,0.2253585,0.553757,1.2380775,0.7764235,0.574407733333333,0.510150333333333,0.641847666666667,0.326879,0.911535,0.581587666666667,0.814423,0.430247933333333,0,0.474443333333333,0.168795666666667,0.911986023104803
chr10:111723284-111723389,chr10,111723284,111723389,L2d,MACS_peak_835,0,+,LINE/L2,L2d,2.55898,0.457103666666667,0,3.538155,1.87705333333333,2.372225,0.820053,1.632556,1.965285,0.6808355,0.879763,2.299415,1.06636266666667,1.931815,1.59442,1.57603,0,0.206522,1.176845,0.754573333333333,0.413751,1.61341866666667,1.10981666666667,1.30014033333333,0.437851,0.354987,2.68158333333333,0.222511666666667,1.61964,0.261607633333333,0,0.5888085,1.056595,3.53270803203849e-16,1.05548,1.66227366666667,0.493881,1.06107033333333,1.59186666666667,1.45408,0.562036333333333,0.152382666666667,0.6619985,0.578358,1.51689,0.112991333333333,1.14677133333333,1.037255,1.67465833333333,9.88052,0.334943666666667,1.445785,2.00596,0.622098,1.86303,2.29425,1.81241666666667,0.76032,1.77412,2.24745,1.00879666666667,0.971603,1.22936,0.568806333333333,0.36619,0.297829233333333,2.64125333333333,0.754178919662759
chr10:112157465-112157552,chr10,112157465,112157552,MIRc,MACS_peak_836,0,+,SINE/MIR,MIRc,1.12132,1.01350466666667,2.21548,0.6578865,0.740440333333334,0.969061,1.295511,2.05281,0.888361,2.940825,5.65369333333333,0.210347,7.60956,0.515746,0.898086,1.88248,3.06543,3.74253,0.465706666666667,4.39177666666667,0.836307333333334,1.02397133333333,0.486590333333333,0.58931,1.101073,4.91655,0.274282,1.08431533333333,0.561539333333334,11.4043166666667,0.859035,1.756215,1.578915,0.522867,0.78137,1.20680633333333,0.2530115,1.51767966666667,7.06977,3.84402,1.16530033333333,0.470327,0.6092245,0.629007,1.288045,4.90002333333333,2.62352566666667,1.0076955,3.83168333333333,0,0.915501,1.31371766666667,1.122988,1.82717,0.650896,1.193802,0.480322,1.097831,1.20639,0.780835333333334,0.954817,2.89260666666667,2.56659,2.27891,0.678496,1.42196333333333,2.68147,0.468048154782748
chr10:112157747-112157968,chr10,112157747,112157968,L2d,MACS_peak_836,0,+,LINE/L2,L2d,1.64545,1.211128,1.278705,1.164575,0.706515333333333,2.245905,2.97092,3.59158,0.61307,2.29197,5.60408666666667,0.2875165,7.36169333333333,2.996035,0.9976015,1.46323,3.25036,8.31828,0.926792666666667,8.16817,0.967923333333333,1.742558,0.595181,1.36002333333333,2.286315,11.42585,1.594862,1.94047333333333,3.76485666666667,12.0979333333333,1.99636,2.646105,0.3022555,0.4554005,0.941106,1.364618,1.2956095,2.10574233333333,18.9339033333333,3.785865,1.37408666666667,0.801867466666667,1.21106,1.62536333333333,0.903241,10.6079566666667,4.55115,1.49195,2.97561,1.06409,1.435713,3.51954333333333,1.253715,5.08479,0.547962,0.850801,0.866953333333333,1.44075266666667,1.80316,1.422063,2.01351666666667,5.42563333333334,3.253365,2.43795,2.09448,2.84896333333333,4.66690333333333,0.484599479175293
chr10:112157999-112158072,chr10,112157999,112158072,L2a,MACS_peak_836,0,-,LINE/L2,L2a,1.0023,1.37255666666667,2.10428,1.204815,0.433848,1.766165,3.77435333333333,4.427285,1.761585,3.733365,5.87644,0.8213345,5.28486666666667,1.8491,0.7699175,1.77287,3.42187,15.3206333333333,0.714507,11.7818533333333,0.921089,1.64405166666667,1.91887333333333,0.204730666666667,3.13646,16.80435,1.498965,3.68755333333333,4.56263,17.1989,1.56503,4.2364,0.1162935,1.0580065,0.617134,1.74412,2.3859605,2.83309666666667,19.3841333333333,4.300075,1.88286,0.598466,1.464935,1.14721666666667,1.795895,13.7468333333333,5.26815333333333,2.223325,5.31327333333333,1.25488,1.99563,6.42559666666667,1.55578,5.88313,0.28856,0.7789985,1.12417933333333,1.04545366666667,1.92782333333333,2.27963333333333,2.36812666666667,3.01168333333333,3.812655,1.70266333333333,6.41885,3.65783,7.38968,0.279634528414255
chr10:112294607-112294712,chr10,112294607,112294712,MIR,MACS_peak_837,0,+,SINE/MIR,MIR,1.42871,0.898277333333333,1.53021,0.171451,0,0.435182,0.769290666666667,0.3810195,1.1891745,1.24817,0.709672666666667,0.0977567,1.64255933333333,0.9465435,1.464197,0.694556,0,0.393015,1.10586933333333,0.416569333333333,0,0.278253666666667,0.127856,0.57298,1.17769,0,0.804377333333334,0.0697173333333334,0.424358666666667,0.239058333333333,1.03256,0.2497755,1.78343,0.125252,0.746469,1.21603,0.963612,0.646068333333334,0.504300666666667,1.2563065,0.490456666666667,0.277258333333333,1.553025,0.404141333333333,0.2884405,0.498314333333333,0.720591333333334,0.1904375,1.11457466666667,0,0.431988,0.962528333333333,0.8602775,1.06812,0.144562,0.465079,0.420164666666667,0.121159,0.692945666666667,0.593532333333333,0.115045566666667,0.167114666666667,0.9574255,0.360798,0.589734,0.524475,0.516478333333333,0.0693010572032297
chr10:112531218-112531556,chr10,112531218,112531556,L2c,MACS_peak_839,0,-,LINE/L2,L2c,1.49931,0.236038333333333,1.29582,0.355494,0.715486333333333,0.6029905,1.041403,0.472792,1.41373,1.11711,2.26518,0.362636375,0.647669333333333,0.3276,0.9144485,0.308436,0,0.692481,0.888612333333334,0.589008333333333,0.997184,0.503541666666667,5.12765,4.95245333333333,1.66467,0.4685555,0.343909333333333,0.816887666666667,2.92185666666667,1.045746,0.206277,0.645655,0.9179005,0.924869000000001,1.26446,0.349810666666667,0.881341,0.691537,0.898317666666667,1.8075155,0.615666,1.479929,0.4191445,3.92676,2.500925,0.982997333333333,0.838772,1.93156,0.475334333333333,0.36387,0.2029,0.657737666666667,0.3326165,0.403263,0.911845,0.4435755,0.744575666666667,1.30059333333333,0.595285666666667,0.421749666666667,0.514215,0.372912033333334,1.13581,0.753429666666667,0.348872,0.346134,0.694434666666667,0.364424118053519
chr10:114848741-114848799,chr10,114848741,114848799,MADE2,MACS_peak_842,0,-,DNA/TcMar-Mariner,MADE2,1.04879,0.707557666666667,1.78373,0.4808115,1.03520333333333,0.80148,1.07180666666667,2.271135,0.6591525,2.05792,0.973718333333334,0.557086,3.67819333333333,1.1139645,0.823515,0.880424,2.79683,0.135927723333333,0.896789666666667,0.723169666666667,1.28785666666667,1.04616,0.434193333333333,0,0.38364935,3.017955,0.601999666666667,0.587037333333334,0,6.08610666666667,0.8715815,1.992525,0.00386948500000002,0.564124,0.839371,0,0.35108,1.67191666666667,0.525561333333333,0.382276,0.974822000000001,0.240984,0.7587645,1.149743,0.3391015,2.01009666666667,1.06813,0.4045755,1.81848233333333,0,1.03096333333333,1.53886,4.1746,1.43616,0.407775,0.6767785,0.57475,0.544822666666667,0.726224666666667,1.32481433333333,1.2882,2.48356,3.42513,1.190633,0.614617,1.47179666666667,1.54156766666667,0.42910218678802
